nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ENG,DF,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
NED,GK,21,2002,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
SCO,MF,23,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
GER,"MF,FW",20,2004,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43
CMR,MF,20,2004,34,31,2661,29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15
ENG,FW,33,1990,30,24,2115,23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43
PAR,MF,21,2003,16,4,516,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,8,27,23,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28
IRL,DF,22,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,FW,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35
TUR,"DF,MF",24,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14
FRA,"MF,FW",22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39
ENG,FW,15,2008,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,DF,26,1998,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ENG,"MF,DF",19,2005,26,22,1842,20.5,5,2,7,5,0,0,5,0,2.7,2.7,1.5,4.2,19,68,54,0.24,0.1,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21
POL,MF,25,1999,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45
ENG,MF,38,1986,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21
NED,DF,24,2000,34,33,2958,32.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.8,55,228,5,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09
ENG,GK,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECU,MF,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,"FW,MF",22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46
NED,DF,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05
PAR,"MF,FW",20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38
JPN,"FW,MF",27,1997,36,28,2603,28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48
ENG,DF,32,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06
NED,"DF,MF",24,1999,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21
DEN,MF,23,2000,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,2.4,4.4,22,38,52,0.19,0.19,0.38,0.1,0.29,0.27,0.23,0.5,0.2,0.42
ECU,DF,26,1998,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12
CIV,"FW,MF",22,2002,29,12,1097,12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,50,18,136,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4
ENG,"FW,MF",30,1994,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19
GHA,DF,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12
GAM,"FW,MF",20,2004,32,20,1838,20.4,6,4,10,6,0,0,6,0,4.1,4.1,5.0,9.1,90,48,201,0.29,0.2,0.49,0.29,0.49,0.2,0.24,0.44,0.2,0.44
SWE,MF,20,2003,34,22,1965,21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22
FRA,DF,26,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09
FRA,DF,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,FW,26,1997,27,9,921,10.2,3,2,5,3,0,0,2,0,4.8,4.8,2.1,6.9,17,25,68,0.29,0.2,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67
ENG,"MF,FW",22,2002,37,36,3191,35.5,15,8,23,11,4,5,7,0,17.3,13.3,10.9,24.2,120,214,187,0.42,0.23,0.65,0.31,0.54,0.49,0.31,0.79,0.38,0.68
ARG,MF,23,2001,36,32,2947,32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39
DEN,GK,22,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,FW,24,2000,31,19,1764,19.6,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,102,90,225,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3
ENG,DF,18,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
POR,"FW,MF",24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78
ENG,"MF,FW",25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0.0,0.34,0.34,0.0,0.34,0.08,0.36,0.44,0.08,0.44
ENG,DF,21,2003,35,35,3149,35.0,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3.0,14,131,12,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09
FRA,DF,21,2003,32,19,1862,20.7,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,50,119,85,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15
ESP,DF,26,1998,36,33,2988,33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,35,118,117,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15
ESP,FW,18,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
FRA,MF,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECU,"MF,DF",22,2001,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.8,0.8,3.0,3.8,43,215,37,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.1
UKR,FW,23,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73
SEN,FW,23,2001,30,28,2220,24.7,10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,47,38,129,0.41,0.2,0.61,0.41,0.61,0.5,0.17,0.67,0.5,0.67
ENG,FW,22,2002,32,27,2033,22.6,7,3,10,7,0,0,3,0,9.6,9.6,4.2,13.9,154,69,226,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61
POR,FW,24,2000,35,24,2269,25.2,4,6,10,4,0,0,8,0,3.5,3.5,6.7,10.2,126,60,253,0.16,0.24,0.4,0.16,0.4,0.14,0.27,0.4,0.14,0.4
ENG,"DF,MF",24,1999,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.1,7,64,12,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.1
POR,"DF,MF",21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
ESP,GK,26,1997,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,MF,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,0.0,0.11,0.11,0.0,0.11,0.03,0.08,0.11,0.03,0.11
ENG,MF,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,5.06,5.06,5.06
ENG,DF,26,1997,22,15,1409,15.7,1,1,2,1,0,0,4,0,0.9,0.9,0.2,1.2,5,42,1,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07
ENG,DF,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2.0,4,37,2,0.0,0.1,0.1,0.0,0.1,0.08,0.12,0.19,0.08,0.19
ENG,FW,18,2006,8,1,183,2.0,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,3,22,0.49,0.49,0.98,0.49,0.98,0.1,0.36,0.46,0.1,0.46
FRA,DF,23,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06
ENG,MF,20,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23
ENG,MF,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79
ENG,DF,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.0,5,8,15,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34
ENG,DF,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,DF,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MF,24,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
USA,DF,24,2000,24,22,1922,21.4,1,0,1,1,0,0,4,1,1.4,1.4,0.1,1.5,6,39,2,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07
JPN,MF,27,1996,34,15,1564,17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,89,56,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17
COL,DF,28,1996,37,37,3228,35.9,4,5,9,4,0,0,10,0,4.9,4.9,5.5,10.5,62,97,206,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29
ENG,GK,27,1997,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,"MF,FW",26,1998,34,31,2588,28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53
ENG,"FW,MF",25,1999,29,9,1034,11.5,3,1,4,3,0,0,6,1,5.8,5.8,1.7,7.4,41,19,79,0.26,0.09,0.35,0.26,0.35,0.5,0.15,0.65,0.5,0.65
SEN,MF,26,1998,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.7,10.7,8.5,19.2,75,85,183,0.27,0.2,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64
FRA,FW,27,1997,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.5,11.9,3.2,15.1,45,52,122,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51
COL,"MF,DF",29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.6,2.7,13,97,26,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11
GHA,"MF,DF",31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28
DEN,DF,28,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
ENG,DF,34,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
GHA,"FW,MF",32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17
NIR,MF,20,2003,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25
ENG,DF,24,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.8,3.7,22,134,10,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11
BRA,"MF,FW",20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,3,4,1.64,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42
FRA,DF,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13
ENG,"DF,MF",33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
FRA,"MF,FW",26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34
ENG,MF,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48
ENG,DF,25,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14
ENG,DF,24,1999,37,37,3092,34.4,0,5,5,0,0,0,2,0,1.3,1.3,6.4,7.7,63,70,171,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22
ENG,MF,29,1995,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,0.0,0.13,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18
MLI,MF,31,1993,33,31,2564,28.5,3,2,5,3,0,0,5,1,4.1,4.1,2.4,6.6,42,82,96,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23
ALB,FW,22,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
ENG,DF,39,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.3,2.6,24,90,32,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12
GNB,FW,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55
ARG,"FW,MF",21,2002,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4
ENG,FW,27,1997,26,19,1609,17.9,3,1,4,3,0,0,2,0,6.7,6.7,0.6,7.4,23,20,112,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41
ENG,"MF,FW",24,1999,21,15,1371,15.2,4,6,10,4,0,0,1,0,1.1,1.1,5.2,6.3,38,69,80,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41
ENG,MF,17,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82
SEN,MF,34,1989,37,35,3063,34.0,0,3,3,0,0,0,9,0,1.1,1.1,1.7,2.8,27,145,27,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08
SEN,FW,24,2000,33,29,2430,27.0,9,0,9,7,2,2,3,0,6.2,4.7,1.9,6.5,86,59,122,0.33,0.0,0.33,0.26,0.26,0.23,0.07,0.3,0.17,0.24
ENG,FW,27,1996,34,24,2076,23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31
IRL,DF,23,2001,20,17,1571,17.5,2,0,2,2,0,0,5,0,0.8,0.8,0.6,1.3,7,50,25,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08
ENG,"MF,DF",23,2001,21,17,1594,17.7,0,1,1,0,0,0,5,0,0.7,0.7,1.4,2.1,15,50,30,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12
ENG,DF,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13
ENG,DF,22,2002,30,28,2511,27.9,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.9,10,66,2,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07
DEN,FW,24,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3
ENG,GK,30,1994,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
JAM,"FW,DF",27,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,DF,31,1993,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06
SCO,DF,22,2001,10,3,347,3.9,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,6,13,18,0.0,0.26,0.26,0.0,0.26,0.02,0.11,0.13,0.02,0.13
BEL,MF,26,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13
ENG,DF,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,DF,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,11,7,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24
ENG,MF,21,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07
UKR,DF,25,1999,35,35,3082,34.2,1,2,3,1,0,0,4,0,0.5,0.5,2.6,3.1,33,110,99,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09
